Module	Section	Sample Name	Source
mosdepth	genome_results	SND04_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND04_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	SND05_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND05_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	SND06_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND06_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	SND10_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND10_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	SND11_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND11_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	SND15_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND15_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	SP01_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SP01_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	SP02_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SP02_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	SP03_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SP03_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	SP06_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SP06_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	SP07_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SP07_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI06_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI06_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI07_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI07_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI09_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI09_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI21_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI21_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI22_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI22_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI28_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI28_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI34_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI34_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI35_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI35_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI36_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI36_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI37_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI37_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI38_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI38_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI39_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI39_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI40_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI40_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI41_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI41_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI44_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI44_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI46_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI46_markdup_markdup.mosdepth.region.dist.txt
mosdepth	genome_results	TI48_markdup_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI48_markdup_markdup.mosdepth.region.dist.txt
Samtools	stats	AU01_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU01_markdup.stats
Samtools	stats	AU03_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU03_markdup.stats
Samtools	stats	AU04_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU04_markdup.stats
Samtools	stats	AU06_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU06_markdup.stats
Samtools	stats	AU08_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU08_markdup.stats
Samtools	stats	AU09_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU09_markdup.stats
Samtools	stats	AU13_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU13_markdup.stats
Samtools	stats	AU14_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU14_markdup.stats
Samtools	stats	AU17_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU17_markdup.stats
Samtools	stats	AU20_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU20_markdup.stats
Samtools	stats	AU21_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU21_markdup.stats
Samtools	stats	AU23_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU23_markdup.stats
Samtools	stats	AU24_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU24_markdup.stats
Samtools	stats	AU25_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU25_markdup.stats
Samtools	stats	AU27_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU27_markdup.stats
Samtools	stats	AU28_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU28_markdup.stats
Samtools	stats	AU29_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU29_markdup.stats
Samtools	stats	AU30_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU30_markdup.stats
Samtools	stats	AU33_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/AU33_markdup.stats
Samtools	stats	bSteHir1_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/bSteHir1_markdup.stats
Samtools	stats	SND04_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND04_markdup.stats
Samtools	stats	SND05_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND05_markdup.stats
Samtools	stats	SND06_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND06_markdup.stats
Samtools	stats	SND10_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND10_markdup.stats
Samtools	stats	SND11_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND11_markdup.stats
Samtools	stats	SND15_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SND15_markdup.stats
Samtools	stats	SP01_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SP01_markdup.stats
Samtools	stats	SP02_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SP02_markdup.stats
Samtools	stats	SP03_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SP03_markdup.stats
Samtools	stats	SP06_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SP06_markdup.stats
Samtools	stats	SP07_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/SP07_markdup.stats
Samtools	stats	TI06_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI06_markdup.stats
Samtools	stats	TI07_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI07_markdup.stats
Samtools	stats	TI09_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI09_markdup.stats
Samtools	stats	TI21_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI21_markdup.stats
Samtools	stats	TI22_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI22_markdup.stats
Samtools	stats	TI28_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI28_markdup.stats
Samtools	stats	TI34_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI34_markdup.stats
Samtools	stats	TI35_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI35_markdup.stats
Samtools	stats	TI36_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI36_markdup.stats
Samtools	stats	TI37_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI37_markdup.stats
Samtools	stats	TI38_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI38_markdup.stats
Samtools	stats	TI39_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI39_markdup.stats
Samtools	stats	TI40_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI40_markdup.stats
Samtools	stats	TI41_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI41_markdup.stats
Samtools	stats	TI44_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI44_markdup.stats
Samtools	stats	TI46_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI46_markdup.stats
Samtools	stats	TI48_markdup	/scale_wlg_nobackup/filesets/nobackup/uc03718/variants/fairy_bam/markdup/TI48_markdup.stats
